Image File,road,sidewalk,building,wall,fence,pole,traffic light,traffic sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motorcycle,bicycle,x,y
37.36933564239228_127.1115124703921_1_180.jpg,0.0838,0.0799,0.4499,0.0,0.0,0.0024,0.0,0.0076,0.1034,0.0,0.0791,0.0031,0.0,0.1907,0.0,0.0,0.0,0.0,0.0001,127.1115124703921,37.36933564239228
37.36557178673426_127.112671075112_1_180.jpg,0.0762,0.1039,0.2615,0.0,0.0,0.0001,0.0,0.0162,0.4781,0.0636,0.0,0.0,0.0,0.0001,0.0003,0.0,0.0,0.0,0.0,127.112671075112,37.36557178673426
37.36097651828744_127.1140474514793_0_0.jpg,0.334,0.0268,0.065,0.0152,0.0031,0.0023,0.0,0.0028,0.286,0.0009,0.1911,0.0031,0.0005,0.0646,0.0,0.0007,0.0,0.0012,0.0027,127.1140474514793,37.36097651828744
37.37116984127443_127.115284637918_0_0.jpg,0.358,0.0211,0.239,0.0,0.0,0.0005,0.0,0.0053,0.0144,0.0,0.3087,0.0008,0.0,0.0522,0.0,0.0,0.0,0.0,0.0,127.115284637918,37.37116984127443
37.36095317276839_127.1121360787407_1_180.jpg,0.2451,0.0014,0.1983,0.0022,0.027,0.0022,0.0,0.0047,0.3886,0.019,0.0916,0.0005,0.0,0.0153,0.0026,0.0013,0.0,0.0,0.0,127.1121360787407,37.36095317276839
37.36345919014282_127.1049376652407_0_0.jpg,0.3864,0.0376,0.1041,0.0,0.0001,0.0032,0.0,0.0045,0.293,0.0014,0.1334,0.0012,0.0015,0.01,0.0,0.0232,0.0,0.0,0.0005,127.1049376652407,37.36345919014282
37.36994694460392_127.1117339493334_0_0.jpg,0.3621,0.0015,0.192,0.0,0.0,0.0003,0.0001,0.0027,0.1418,0.0,0.2057,0.0004,0.0,0.0935,0.0,0.0,0.0,0.0,0.0,127.1117339493334,37.36994694460392
37.36536544140604_127.1069124768956_0_0.jpg,0.2945,0.0983,0.5493,0.0,0.002,0.0004,0.0,0.0029,0.0207,0.0012,0.0,0.0069,0.0,0.0213,0.0019,0.0,0.0,0.0004,0.0,127.1069124768956,37.36536544140604
37.36420235140482_127.1069150133913_1_180.jpg,0.3579,0.0153,0.518,0.0,0.0,0.0005,0.0,0.0056,0.0034,0.0,0.0583,0.0005,0.0,0.04,0.0004,0.0,0.0,0.0,0.0,127.1069150133913,37.36420235140482
37.36345273901376_127.1111987823975_1_180.jpg,0.4067,0.006,0.271,0.0175,0.0176,0.0045,0.0,0.0073,0.2308,0.0042,0.0122,0.0,0.0,0.0221,0.0001,0.0,0.0,0.0,0.0,127.1111987823975,37.36345273901376
